id_student,code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
597532,BBB,2014J,F,South West Region,Lower Than A Level,60-70%,35-55,1,120,N,Withdrawn
597744,BBB,2014J,F,North Region,Lower Than A Level,0-10%,0-35,1,60,N,Withdrawn
597853,BBB,2014J,F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
598317,BBB,2014J,F,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,120,N,Withdrawn
598395,BBB,2014J,F,Wales,Lower Than A Level,30-40%,0-35,0,60,Y,Withdrawn
599232,BBB,2014J,F,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Withdrawn
599644,BBB,2014J,F,Wales,Lower Than A Level,10-20,35-55,1,60,Y,Withdrawn
601285,BBB,2014J,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,Y,Withdrawn
601316,BBB,2014J,F,South West Region,Lower Than A Level,40-50%,35-55,1,60,N,Withdrawn
601882,BBB,2014J,F,South West Region,A Level or Equivalent,20-30%,0-35,0,120,Y,Withdrawn
601930,BBB,2014J,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
601983,BBB,2014J,F,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,Withdrawn
603203,BBB,2014J,F,South East Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn
605383,BBB,2014J,F,North Region,A Level or Equivalent,10-20,0-35,0,180,N,Withdrawn
605901,BBB,2014J,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,Y,Withdrawn
606004,BBB,2014J,F,London Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn
606914,BBB,2014J,F,South East Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn
607176,BBB,2014J,F,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn
608068,BBB,2014J,F,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn
608319,BBB,2014J,F,East Anglian Region,Lower Than A Level,50-60%,0-35,1,60,Y,Withdrawn
610437,BBB,2014J,F,North Western Region,Lower Than A Level,60-70%,0-35,0,120,N,Withdrawn
610494,BBB,2014J,F,Wales,Lower Than A Level,10-20,0-35,1,60,N,Withdrawn
611275,BBB,2014J,M,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,Withdrawn
612337,BBB,2014J,F,North Western Region,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn
612473,BBB,2014J,F,East Anglian Region,A Level or Equivalent,50-60%,35-55,1,60,N,Withdrawn
614405,BBB,2014J,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn
615016,BBB,2014J,F,South East Region,Lower Than A Level,20-30%,35-55,1,120,N,Withdrawn
615165,BBB,2014J,F,Wales,A Level or Equivalent,40-50%,0-35,1,180,Y,Withdrawn
615263,BBB,2014J,F,South East Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn
617671,BBB,2014J,F,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn
617804,BBB,2014J,M,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn
617811,BBB,2014J,F,Yorkshire Region,No Formal quals,0-10%,0-35,0,120,N,Withdrawn
618734,BBB,2014J,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn
618858,BBB,2014J,F,London Region,Lower Than A Level,20-30%,0-35,1,60,N,Withdrawn
620135,BBB,2014J,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn
620655,BBB,2014J,F,East Midlands Region,A Level or Equivalent,10-20,0-35,1,120,N,Withdrawn
621899,BBB,2014J,F,Wales,Lower Than A Level,40-50%,0-35,1,60,N,Withdrawn
621935,BBB,2014J,M,South East Region,HE Qualification,80-90%,35-55,0,120,N,Withdrawn
622117,BBB,2014J,F,London Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn
622722,BBB,2014J,F,South East Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn
623319,BBB,2014J,M,North Western Region,HE Qualification,0-10%,0-35,0,180,N,Withdrawn
624795,BBB,2014J,F,North Region,No Formal quals,10-20,0-35,0,120,N,Withdrawn
626597,BBB,2014J,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,1,60,N,Withdrawn
626660,BBB,2014J,F,South West Region,Lower Than A Level,50-60%,35-55,0,120,N,Withdrawn
626835,BBB,2014J,F,Ireland,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
627119,BBB,2014J,F,East Anglian Region,No Formal quals,40-50%,0-35,1,60,N,Withdrawn
628435,BBB,2014J,F,North Western Region,A Level or Equivalent,10-20,35-55,0,60,N,Withdrawn
628819,BBB,2014J,F,South Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn
630343,BBB,2014J,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,1,120,N,Withdrawn
630465,BBB,2014J,M,East Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
632144,BBB,2014J,F,West Midlands Region,HE Qualification,10-20,35-55,1,60,N,Withdrawn
632255,BBB,2014J,M,South Region,Lower Than A Level,90-100%,35-55,1,120,N,Withdrawn
632431,BBB,2014J,F,South West Region,Lower Than A Level,20-30%,35-55,1,60,N,Withdrawn
632722,BBB,2014J,F,South Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn
633016,BBB,2014J,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,1,60,N,Withdrawn
635251,BBB,2014J,F,London Region,HE Qualification,10-20,0-35,0,60,N,Withdrawn
635425,BBB,2014J,F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn
635716,BBB,2014J,F,South West Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn
636064,BBB,2014J,F,South Region,HE Qualification,60-70%,0-35,0,60,N,Withdrawn
636660,BBB,2014J,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
636807,BBB,2014J,F,Ireland,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn
637295,BBB,2014J,F,London Region,A Level or Equivalent,20-30%,0-35,0,120,Y,Withdrawn
638036,BBB,2014J,F,Yorkshire Region,Lower Than A Level,20-30%,35-55,0,120,N,Withdrawn
638417,BBB,2014J,F,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn
638544,BBB,2014J,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn
638554,BBB,2014J,F,East Anglian Region,HE Qualification,40-50%,0-35,0,60,N,Withdrawn
638575,BBB,2014J,F,North Western Region,HE Qualification,50-60%,0-35,0,120,N,Withdrawn
638818,BBB,2014J,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn
639659,BBB,2014J,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,120,N,Withdrawn
640265,BBB,2014J,F,South East Region,A Level or Equivalent,60-70%,35-55,0,180,N,Withdrawn
640289,BBB,2014J,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn
640291,BBB,2014J,F,North Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn
640330,BBB,2014J,M,South Region,Lower Than A Level,70-80%,55<=,0,60,N,Withdrawn
640501,BBB,2014J,F,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn
640706,BBB,2014J,F,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,120,N,Withdrawn
640712,BBB,2014J,F,North Western Region,HE Qualification,0-10%,0-35,0,120,N,Withdrawn
641045,BBB,2014J,F,North Region,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn
641262,BBB,2014J,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
641540,BBB,2014J,F,East Midlands Region,Lower Than A Level,0-10%,0-35,0,120,Y,Withdrawn
641795,BBB,2014J,F,Scotland,A Level or Equivalent,80-90%,35-55,0,180,N,Withdrawn
641992,BBB,2014J,F,East Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,Y,Withdrawn
642292,BBB,2014J,F,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn
642439,BBB,2014J,F,Ireland,Lower Than A Level,,0-35,0,120,N,Withdrawn
642731,BBB,2014J,F,South Region,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn
642802,BBB,2014J,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn
642836,BBB,2014J,F,South Region,HE Qualification,70-80%,0-35,0,60,N,Withdrawn
643608,BBB,2014J,F,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,Y,Withdrawn
644101,BBB,2014J,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
644482,BBB,2014J,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
644883,BBB,2014J,F,Wales,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn
644975,BBB,2014J,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn
645052,BBB,2014J,F,West Midlands Region,Lower Than A Level,40-50%,35-55,0,120,N,Withdrawn
645183,BBB,2014J,F,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
645248,BBB,2014J,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn
645510,BBB,2014J,F,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn
645996,BBB,2014J,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn
646004,BBB,2014J,F,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
646133,BBB,2014J,F,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
646151,BBB,2014J,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
646445,BBB,2014J,F,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn
646455,BBB,2014J,F,North Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn
646515,BBB,2014J,M,North Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn
646580,BBB,2014J,F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn
646636,BBB,2014J,F,London Region,Lower Than A Level,10-20,35-55,0,60,N,Withdrawn
646770,BBB,2014J,F,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn
646852,BBB,2014J,F,South West Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn
646906,BBB,2014J,M,West Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn
647126,BBB,2014J,F,North Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn
647220,BBB,2014J,F,South West Region,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn
647312,BBB,2014J,F,London Region,HE Qualification,0-10%,35-55,0,120,N,Withdrawn
647711,BBB,2014J,M,South West Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn
647740,BBB,2014J,M,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn
647774,BBB,2014J,F,South East Region,Lower Than A Level,80-90%,0-35,0,120,N,Withdrawn
647807,BBB,2014J,F,South West Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn
647864,BBB,2014J,M,South West Region,Lower Than A Level,10-20,35-55,0,120,N,Withdrawn
647876,BBB,2014J,F,East Anglian Region,Lower Than A Level,80-90%,0-35,0,120,N,Withdrawn
647940,BBB,2014J,F,East Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
647964,BBB,2014J,F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,120,N,Withdrawn
647993,BBB,2014J,F,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn
647999,BBB,2014J,F,South West Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn
648120,BBB,2014J,M,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Withdrawn
648127,BBB,2014J,F,Scotland,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn
648201,BBB,2014J,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Withdrawn
648203,BBB,2014J,F,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn
648238,BBB,2014J,F,London Region,A Level or Equivalent,20-30%,35-55,0,60,N,Withdrawn
648247,BBB,2014J,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn
648317,BBB,2014J,F,South Region,No Formal quals,90-100%,0-35,0,150,N,Withdrawn
648386,BBB,2014J,F,North Region,Lower Than A Level,20-30%,35-55,0,120,N,Withdrawn
648519,BBB,2014J,F,Wales,Lower Than A Level,80-90%,35-55,0,180,N,Withdrawn
648556,BBB,2014J,F,North Western Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn
648589,BBB,2014J,F,North Western Region,A Level or Equivalent,0-10%,35-55,0,120,N,Withdrawn
648596,BBB,2014J,F,North Western Region,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn
648640,BBB,2014J,F,West Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn
648676,BBB,2014J,M,South Region,HE Qualification,70-80%,35-55,0,60,N,Withdrawn
648709,BBB,2014J,F,South Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn
648754,BBB,2014J,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn
648820,BBB,2014J,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,180,N,Withdrawn
648928,BBB,2014J,F,North Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn
648961,BBB,2014J,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
649000,BBB,2014J,F,London Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn
649026,BBB,2014J,M,Ireland,Lower Than A Level,90-100%,35-55,0,120,N,Withdrawn
649209,BBB,2014J,F,East Midlands Region,Lower Than A Level,70-80%,0-35,0,120,N,Withdrawn
649247,BBB,2014J,F,East Anglian Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn
649278,BBB,2014J,F,West Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn
649351,BBB,2014J,F,East Midlands Region,Lower Than A Level,70-80%,35-55,0,60,Y,Withdrawn
649444,BBB,2014J,F,Yorkshire Region,A Level or Equivalent,60-70%,35-55,0,180,N,Withdrawn
649542,BBB,2014J,F,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn
649638,BBB,2014J,F,South West Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn
649686,BBB,2014J,F,London Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
649731,BBB,2014J,F,South East Region,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn
649886,BBB,2014J,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn
649980,BBB,2014J,F,Scotland,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn
650090,BBB,2014J,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn
650121,BBB,2014J,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn
650181,BBB,2014J,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn
650354,BBB,2014J,F,Wales,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn
650357,BBB,2014J,F,South Region,A Level or Equivalent,20-30%,35-55,0,120,N,Withdrawn
650451,BBB,2014J,F,Wales,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
650676,BBB,2014J,F,South Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn
650746,BBB,2014J,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,180,N,Withdrawn
650961,BBB,2014J,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn
650964,BBB,2014J,F,South East Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn
651004,BBB,2014J,F,West Midlands Region,Lower Than A Level,0-10%,35-55,0,120,N,Withdrawn
651030,BBB,2014J,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn
651089,BBB,2014J,F,South Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn
651520,BBB,2014J,F,London Region,HE Qualification,0-10%,0-35,0,60,N,Withdrawn
651586,BBB,2014J,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn
651609,BBB,2014J,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn
651610,BBB,2014J,F,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn
651798,BBB,2014J,F,North Western Region,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn
651801,BBB,2014J,F,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn
651814,BBB,2014J,M,Yorkshire Region,HE Qualification,10-20,0-35,0,60,N,Withdrawn
651831,BBB,2014J,M,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,120,N,Withdrawn
651974,BBB,2014J,F,South East Region,A Level or Equivalent,80-90%,35-55,0,120,N,Withdrawn
652006,BBB,2014J,F,North Western Region,No Formal quals,0-10%,35-55,0,120,N,Withdrawn
652017,BBB,2014J,F,North Western Region,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn
652130,BBB,2014J,F,East Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn
652315,BBB,2014J,F,North Western Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn
652366,BBB,2014J,F,Yorkshire Region,Lower Than A Level,80-90%,35-55,0,60,N,Withdrawn
652533,BBB,2014J,F,Yorkshire Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn
652558,BBB,2014J,F,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn
652584,BBB,2014J,F,South West Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn
652585,BBB,2014J,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn
652731,BBB,2014J,F,Ireland,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn
652744,BBB,2014J,F,East Anglian Region,No Formal quals,60-70%,0-35,0,180,N,Withdrawn
652754,BBB,2014J,F,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn
652803,BBB,2014J,F,London Region,HE Qualification,10-20,0-35,0,120,N,Withdrawn
652906,BBB,2014J,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,Y,Withdrawn
652933,BBB,2014J,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,240,N,Withdrawn
653034,BBB,2014J,F,East Anglian Region,No Formal quals,30-40%,0-35,0,120,N,Withdrawn
653097,BBB,2014J,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
653193,BBB,2014J,F,London Region,Lower Than A Level,20-30%,35-55,0,60,N,Withdrawn
653244,BBB,2014J,F,South East Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn
653295,BBB,2014J,F,Wales,Lower Than A Level,20-30%,35-55,0,60,Y,Withdrawn
653384,BBB,2014J,F,North Region,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn
653385,BBB,2014J,F,North Region,A Level or Equivalent,0-10%,35-55,0,120,N,Withdrawn
653541,BBB,2014J,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn
653551,BBB,2014J,F,South West Region,Lower Than A Level,10-20,0-35,0,180,N,Withdrawn
653633,BBB,2014J,M,East Midlands Region,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn
653730,BBB,2014J,F,East Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn
653826,BBB,2014J,F,North Western Region,HE Qualification,30-40%,35-55,0,120,N,Withdrawn
653952,BBB,2014J,F,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,150,N,Withdrawn
654001,BBB,2014J,M,South Region,Lower Than A Level,70-80%,0-35,0,120,N,Withdrawn
654071,BBB,2014J,F,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Withdrawn
654214,BBB,2014J,F,South West Region,Lower Than A Level,10-20,35-55,0,60,N,Withdrawn
654256,BBB,2014J,F,North Western Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn
654259,BBB,2014J,F,London Region,HE Qualification,0-10%,0-35,0,120,N,Withdrawn
654265,BBB,2014J,F,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn
654333,BBB,2014J,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn
654392,BBB,2014J,F,Wales,HE Qualification,80-90%,35-55,0,60,N,Withdrawn
654422,BBB,2014J,F,East Midlands Region,No Formal quals,0-10%,0-35,0,60,N,Withdrawn
654639,BBB,2014J,F,London Region,No Formal quals,20-30%,0-35,0,120,N,Withdrawn
654678,BBB,2014J,M,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn
654796,BBB,2014J,F,London Region,A Level or Equivalent,40-50%,0-35,0,120,Y,Withdrawn
654913,BBB,2014J,F,West Midlands Region,Lower Than A Level,70-80%,35-55,0,120,N,Withdrawn
654923,BBB,2014J,F,East Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn
654958,BBB,2014J,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,180,N,Withdrawn
655152,BBB,2014J,F,Scotland,HE Qualification,90-100%,0-35,0,120,N,Withdrawn
655155,BBB,2014J,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,Withdrawn
655224,BBB,2014J,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
655230,BBB,2014J,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn
655406,BBB,2014J,F,East Midlands Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn
655414,BBB,2014J,F,West Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn
655829,BBB,2014J,F,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
655878,BBB,2014J,F,South Region,Lower Than A Level,30-40%,35-55,0,60,Y,Withdrawn
655992,BBB,2014J,M,Yorkshire Region,HE Qualification,50-60%,35-55,0,60,N,Withdrawn
656089,BBB,2014J,F,Scotland,HE Qualification,0-10%,0-35,0,60,N,Withdrawn
656112,BBB,2014J,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,180,N,Withdrawn
656122,BBB,2014J,F,Ireland,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn
656129,BBB,2014J,F,South East Region,A Level or Equivalent,50-60%,0-35,0,120,N,Withdrawn
656204,BBB,2014J,F,Ireland,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn
656228,BBB,2014J,F,North Western Region,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn
656412,BBB,2014J,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn
656453,BBB,2014J,F,Ireland,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn
656472,BBB,2014J,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn
656549,BBB,2014J,F,Scotland,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn
656576,BBB,2014J,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,180,N,Withdrawn
674201,BBB,2014J,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn
674280,BBB,2014J,F,Yorkshire Region,Lower Than A Level,10-20,35-55,0,120,N,Withdrawn
674319,BBB,2014J,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
674323,BBB,2014J,F,London Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
674501,BBB,2014J,F,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,Y,Withdrawn
674502,BBB,2014J,F,South East Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn
674548,BBB,2014J,F,Ireland,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn
674643,BBB,2014J,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn
674746,BBB,2014J,F,East Anglian Region,HE Qualification,50-60%,0-35,0,120,N,Withdrawn
674748,BBB,2014J,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn
674758,BBB,2014J,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn
675047,BBB,2014J,F,North Region,HE Qualification,30-40%,0-35,0,60,N,Withdrawn
675094,BBB,2014J,F,East Midlands Region,Lower Than A Level,10-20,35-55,0,90,N,Withdrawn
675096,BBB,2014J,M,East Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn
675116,BBB,2014J,F,London Region,Lower Than A Level,30-40%,0-35,0,240,N,Withdrawn
675161,BBB,2014J,M,London Region,Lower Than A Level,10-20,0-35,0,120,Y,Withdrawn
