,id_student,code_module_x,code_presentation,final_result,activity_type,id_site,num_of_prev_attempts,studied_credits,sum
38613,2342426,AAA,2013J,Fail,oucontent,546721,0,60,15
14035,281250,AAA,2013J,Fail,forumng,546657,0,60,2
25061,415969,AAA,2014J,Fail,resource,547017,1,60,1
19275,334441,AAA,2014J,Fail,oucontent,877053,0,60,6
40224,2429854,AAA,2014J,Fail,oucontent,546672,1,60,2
35500,2062879,AAA,2013J,Fail,oucontent,546739,0,60,17
46758,2676809,AAA,2013J,Fail,forumng,546647,0,150,16
40911,2469673,AAA,2013J,Fail,oucontent,546669,0,60,2
12016,243510,AAA,2014J,Fail,subpage,877134,0,60,9
6320,146188,AAA,2013J,Fail,subpage,546871,0,60,11
27153,537081,AAA,2014J,Fail,oucontent,877067,0,120,2
32452,1620151,AAA,2013J,Fail,oucontent,546665,0,60,53
15602,295060,AAA,2014J,Fail,resource,877237,0,60,2
15763,295741,AAA,2013J,Fail,resource,547017,0,240,3
46644,2669816,AAA,2013J,Fail,oucontent,546681,0,60,1
27895,581129,AAA,2013J,Fail,subpage,546871,0,120,1
14656,288994,AAA,2014J,Fail,forumng,877015,0,120,11
40353,2436812,AAA,2014J,Fail,oucontent,877074,0,60,9
38742,2358056,AAA,2013J,Fail,oucontent,546716,0,60,2
15576,295060,AAA,2014J,Fail,forumng,877015,0,60,262
15792,295741,AAA,2013J,Fail,subpage,779628,0,240,2
21538,368824,AAA,2013J,Fail,forumng,546650,0,120,15
39819,2404408,AAA,2014J,Fail,oucontent,877032,0,60,30
6459,147756,AAA,2013J,Fail,subpage,877132,0,120,1
20941,354170,AAA,2014J,Fail,forumng,877011,0,60,2
16020,298034,AAA,2014J,Fail,oucontent,877073,0,120,3
13383,268733,AAA,2014J,Fail,homepage,546614,1,120,38
41112,2470694,AAA,2014J,Fail,oucontent,546672,1,60,4
23276,392756,AAA,2013J,Fail,oucontent,546669,0,120,13
25121,420087,AAA,2013J,Fail,oucontent,546696,0,60,19
21168,364177,AAA,2013J,Fail,oucontent,546684,0,60,48
23520,396655,AAA,2014J,Fail,oucontent,877063,0,180,4
37015,2164705,AAA,2013J,Fail,oucontent,546668,0,120,3
23544,396655,AAA,2014J,Fail,subpage,877135,0,180,7
40928,2469673,AAA,2013J,Fail,oucontent,546712,0,60,2
25099,420087,AAA,2013J,Fail,forumng,546655,0,60,3
14663,288994,AAA,2014J,Fail,oucontent,877053,0,120,2
25355,431025,AAA,2014J,Fail,oucontent,877052,0,150,18
29746,852847,AAA,2014J,Fail,resource,877156,0,60,1
40244,2429854,AAA,2014J,Fail,oucontent,877094,1,60,3
15565,294655,AAA,2014J,Fail,resource,877228,0,60,1
1842,65002,AAA,2014J,Fail,oucontent,546669,1,60,8
6314,146188,AAA,2013J,Fail,resource,546986,0,60,1
7875,165226,AAA,2014J,Fail,subpage,877128,0,60,39
20963,354170,AAA,2014J,Fail,oucontent,877066,0,60,10
45098,2602338,AAA,2014J,Fail,forumng,877025,0,120,8
10656,227517,AAA,2013J,Fail,oucontent,546671,0,180,8
22864,387533,AAA,2014J,Fail,resource,877211,0,60,1
43978,2576122,AAA,2014J,Fail,oucontent,546732,1,60,25
40348,2436812,AAA,2014J,Fail,oucontent,877053,0,60,23
38794,2358056,AAA,2013J,Fail,subpage,546879,0,60,153
15680,295741,AAA,2013J,Fail,forumng,546652,0,240,5
9278,185350,AAA,2014J,Fail,oucontent,877038,0,60,6
35439,2062879,AAA,2013J,Fail,forumng,546654,0,60,76
35879,2084066,AAA,2013J,Fail,oucontent,546725,0,60,9
23781,398552,AAA,2013J,Fail,oucontent,546676,0,240,3
25010,415969,AAA,2014J,Fail,homepage,877030,1,60,14
11824,241729,AAA,2013J,Fail,forumng,546653,0,60,5
7860,165226,AAA,2014J,Fail,oucontent,877066,0,60,2
45395,2624961,AAA,2014J,Fail,oucontent,877069,0,60,4
23526,396655,AAA,2014J,Fail,oucontent,877081,0,180,1
40251,2429854,AAA,2014J,Fail,subpage,546879,1,60,46
9308,185439,AAA,2013J,Fail,oucontent,546684,0,120,3
35288,2045084,AAA,2014J,Fail,oucontent,877040,0,120,1
37019,2164705,AAA,2013J,Fail,oucontent,546672,0,120,1
31766,1472925,AAA,2013J,Fail,forumng,546659,0,60,5
25117,420087,AAA,2013J,Fail,oucontent,546686,0,60,7
15692,295741,AAA,2013J,Fail,oucontent,546662,0,240,7
38615,2342426,AAA,2013J,Fail,oucontent,546731,0,60,15
28476,606143,AAA,2013J,Fail,oucontent,546700,0,60,13
27162,537081,AAA,2014J,Fail,oucontent,877085,0,120,19
26248,481022,AAA,2014J,Fail,oucontent,877066,0,180,3
45195,2606802,AAA,2014J,Fail,oucontent,877045,0,60,3
19284,334441,AAA,2014J,Fail,resource,877211,0,60,1
11976,243510,AAA,2014J,Fail,forumng,877011,0,60,31
26240,481022,AAA,2014J,Fail,forumng,877012,0,180,16
15759,295741,AAA,2013J,Fail,resource,546948,0,240,2
20973,354170,AAA,2014J,Fail,resource,877211,0,60,4
39890,2411661,AAA,2013J,Fail,subpage,546876,0,120,21
21561,368824,AAA,2013J,Fail,url,546883,0,120,9
11872,241729,AAA,2013J,Fail,oucontent,546734,0,60,47
16605,305152,AAA,2013J,Fail,oucontent,546734,0,60,2
43915,2574990,AAA,2014J,Fail,resource,877151,0,60,1
19274,334441,AAA,2014J,Fail,oucontent,877052,0,60,4
6405,147756,AAA,2013J,Fail,oucontent,877044,0,120,15
15760,295741,AAA,2013J,Fail,resource,546952,0,240,1
21161,364177,AAA,2013J,Fail,oucontent,546672,0,60,2
41190,2470694,AAA,2014J,Fail,resource,547020,1,60,1
40568,2456480,AAA,2013J,Fail,oucontent,546732,0,120,1
23545,396655,AAA,2014J,Fail,url,877399,0,180,1
38796,2358056,AAA,2013J,Fail,url,546889,0,60,1
27874,581129,AAA,2013J,Fail,forumng,546651,0,120,7
45196,2606802,AAA,2014J,Fail,oucontent,877048,0,60,1
25022,415969,AAA,2014J,Fail,oucontent,546682,1,60,18
23815,398552,AAA,2013J,Fail,oucontent,546728,0,240,5
28954,677281,AAA,2014J,Fail,oucontent,877074,0,60,2
21555,368824,AAA,2013J,Fail,resource,547013,0,120,2
25055,415969,AAA,2014J,Fail,resource,546952,1,60,2
6433,147756,AAA,2013J,Fail,oucontent,877093,0,120,20
14043,281250,AAA,2013J,Fail,oucontent,546681,0,60,11
35489,2062879,AAA,2013J,Fail,oucontent,546725,0,60,6
25351,431025,AAA,2014J,Fail,oucontent,877042,0,150,7
15757,295741,AAA,2013J,Fail,resource,546924,0,240,1
40927,2469673,AAA,2013J,Fail,oucontent,546709,0,60,3
40335,2436812,AAA,2014J,Fail,forumng,877025,0,60,7
2119,74372,AAA,2013J,Fail,subpage,546879,0,150,18
22825,387533,AAA,2014J,Fail,oucontent,877039,0,60,21
10533,205719,AAA,2013J,Fail,oucontent,546719,0,90,14
41173,2470694,AAA,2014J,Fail,resource,546924,1,60,2
45126,2602338,AAA,2014J,Fail,oucontent,877092,0,120,6
6398,147756,AAA,2013J,Fail,oucontent,877032,0,120,225
19269,334441,AAA,2014J,Fail,glossary,877028,0,60,1
15768,295741,AAA,2013J,Fail,resource,779529,0,240,5
39871,2411661,AAA,2013J,Fail,oucontent,546687,0,120,12
28944,677281,AAA,2014J,Fail,glossary,877028,0,60,1
15590,295060,AAA,2014J,Fail,oucontent,877073,0,60,13
11837,241729,AAA,2013J,Fail,oucontent,546669,0,60,37
2114,74372,AAA,2013J,Fail,oucontent,546719,0,150,1
23502,396655,AAA,2014J,Fail,forumng,877011,0,180,9
22908,388147,AAA,2014J,Fail,oucontent,877044,0,300,7
11883,241729,AAA,2013J,Fail,resource,547001,0,60,1
35486,2062879,AAA,2013J,Fail,oucontent,546719,0,60,44
16049,298034,AAA,2014J,Fail,subpage,877135,0,120,8
28240,593987,AAA,2014J,Fail,oucontent,877085,0,180,73
21061,357668,AAA,2013J,Fail,forumng,546655,0,60,3
20971,354170,AAA,2014J,Fail,oucontent,877094,0,60,7
15790,295741,AAA,2013J,Fail,subpage,779624,0,240,1
40921,2469673,AAA,2013J,Fail,oucontent,546688,0,60,4
13293,268073,AAA,2013J,Fail,forumng,546658,0,90,9
19230,334259,AAA,2013J,Fail,oucontent,546672,0,150,1
27075,527801,AAA,2014J,Fail,forumng,877025,0,120,53
17281,311659,AAA,2014J,Fail,subpage,877128,0,120,5
31813,1472925,AAA,2013J,Fail,oucontent,877058,0,60,3
40357,2436812,AAA,2014J,Fail,oucontent,877085,0,60,16
15573,294655,AAA,2014J,Fail,url,877399,0,60,1
15794,295741,AAA,2013J,Fail,subpage,779632,0,240,1
41140,2470694,AAA,2014J,Fail,oucontent,546728,1,60,6
28246,593987,AAA,2014J,Fail,oucontent,877093,0,180,33
15800,295741,AAA,2013J,Fail,subpage,779642,0,240,1
5761,139033,AAA,2014J,Fail,resource,877156,0,60,1
9312,185439,AAA,2013J,Fail,oucontent,546719,0,120,23
35493,2062879,AAA,2013J,Fail,oucontent,546732,0,60,22
38779,2358056,AAA,2013J,Fail,resource,547009,0,60,1
13725,277123,AAA,2014J,Fail,oucontent,877093,0,60,2
19228,334259,AAA,2013J,Fail,oucontent,546670,0,150,5
35296,2045084,AAA,2014J,Fail,oucontent,877081,0,120,3
16051,298034,AAA,2014J,Fail,url,877399,0,120,21
38621,2342426,AAA,2013J,Fail,oucontent,546737,0,60,10
44472,2595841,AAA,2014J,Fail,oucontent,877079,0,60,11
18419,329659,AAA,2014J,Fail,forumng,877012,0,60,1
6363,147756,AAA,2013J,Fail,forumng,877023,0,120,3
40841,2461190,AAA,2013J,Fail,oucontent,546672,0,60,1
10682,227517,AAA,2013J,Fail,oucontent,546736,0,180,4
35502,2062879,AAA,2013J,Fail,resource,546966,0,60,1
12003,243510,AAA,2014J,Fail,oucontent,877081,0,60,1
16046,298034,AAA,2014J,Fail,resource,1010323,0,120,2
28481,606143,AAA,2013J,Fail,oucontent,546731,0,60,3
37424,2207874,AAA,2014J,Fail,resource,877156,0,120,1
39822,2404408,AAA,2014J,Fail,oucontent,877038,0,60,1
27878,581129,AAA,2013J,Fail,forumng,546657,0,120,10
23532,396655,AAA,2014J,Fail,resource,877214,0,180,1
11869,241729,AAA,2013J,Fail,oucontent,546731,0,60,9
31825,1472925,AAA,2013J,Fail,oucontent,877095,0,60,19
5737,139033,AAA,2014J,Fail,oucontent,877055,0,60,15
19271,334441,AAA,2014J,Fail,oucontent,877038,0,60,5
35476,2062879,AAA,2013J,Fail,oucontent,546703,0,60,9
12004,243510,AAA,2014J,Fail,oucontent,877085,0,60,4
33756,1818673,AAA,2014J,Fail,oucontent,877053,0,120,1
6443,147756,AAA,2013J,Fail,resource,877203,0,120,1
32465,1620151,AAA,2013J,Fail,oucontent,546689,0,60,1
45223,2606802,AAA,2014J,Fail,url,877399,0,60,11
15783,295741,AAA,2013J,Fail,subpage,546873,0,240,2
9294,185350,AAA,2014J,Fail,subpage,877135,0,60,3
41088,2470694,AAA,2014J,Fail,forumng,546654,1,60,180
25129,420087,AAA,2013J,Fail,oucontent,546734,0,60,8
38616,2342426,AAA,2013J,Fail,oucontent,546732,0,60,34
12015,243510,AAA,2014J,Fail,subpage,877132,0,60,1
35710,2073016,AAA,2014J,Fail,subpage,877134,1,60,11
40237,2429854,AAA,2014J,Fail,oucontent,877044,1,60,11
38664,2344901,AAA,2013J,Fail,oucontent,546738,0,60,6
5738,139033,AAA,2014J,Fail,oucontent,877058,0,60,8
40220,2429854,AAA,2014J,Fail,oucontent,546668,1,60,7
6322,146188,AAA,2013J,Fail,subpage,546876,0,60,6
41134,2470694,AAA,2014J,Fail,oucontent,546714,1,60,12
13365,268073,AAA,2013J,Fail,url,546890,0,90,1
27080,527801,AAA,2014J,Fail,oucontent,877044,0,120,10
46630,2669816,AAA,2013J,Fail,forumng,546647,0,60,2
27108,527801,AAA,2014J,Fail,url,877399,0,120,12
39888,2411661,AAA,2013J,Fail,resource,547013,0,120,1
13364,268073,AAA,2013J,Fail,url,546883,0,90,74
46638,2669816,AAA,2013J,Fail,oucontent,546667,0,60,17
6402,147756,AAA,2013J,Fail,oucontent,877039,0,120,18
27519,564450,AAA,2013J,Fail,resource,547009,0,120,1
43880,2574990,AAA,2014J,Fail,forumng,877025,0,60,215
16009,298034,AAA,2014J,Fail,oucontent,877055,0,120,21
13721,277123,AAA,2014J,Fail,oucontent,877079,0,60,25
8851,175991,AAA,2013J,Fail,forumng,546657,0,180,4
25052,415969,AAA,2014J,Fail,resource,546911,1,60,5
13326,268073,AAA,2013J,Fail,oucontent,546702,0,90,8
10638,227517,AAA,2013J,Fail,forumng,546650,0,180,15
21155,364177,AAA,2013J,Fail,oucontent,546665,0,60,13
10678,227517,AAA,2013J,Fail,oucontent,546731,0,180,22
31795,1472925,AAA,2013J,Fail,oucontent,546714,0,60,1
21074,357668,AAA,2013J,Fail,resource,546948,0,60,2
23802,398552,AAA,2013J,Fail,oucontent,546703,0,240,13
13290,268073,AAA,2013J,Fail,forumng,546655,0,90,146
15772,295741,AAA,2013J,Fail,resource,779568,0,240,1
15729,295741,AAA,2013J,Fail,oucontent,779369,0,240,33
40232,2429854,AAA,2014J,Fail,oucontent,546733,1,60,9
13300,268073,AAA,2013J,Fail,oucontent,546669,0,90,23
15708,295741,AAA,2013J,Fail,oucontent,546714,0,240,18
38766,2358056,AAA,2013J,Fail,resource,546966,0,60,4
46646,2669816,AAA,2013J,Fail,oucontent,546687,0,60,2
22844,387533,AAA,2014J,Fail,oucontent,877073,0,60,13
12010,243510,AAA,2014J,Fail,resource,877231,0,60,1
27501,564450,AAA,2013J,Fail,oucontent,546662,0,120,6
38642,2344901,AAA,2013J,Fail,oucontent,546669,0,60,36
13366,268073,AAA,2013J,Fail,url,546900,0,90,15
47557,2694788,AAA,2014J,Fail,resource,877228,0,180,1
23304,392756,AAA,2013J,Fail,resource,547017,0,120,3
39858,2411661,AAA,2013J,Fail,homepage,546614,0,120,96
35705,2073016,AAA,2014J,Fail,subpage,546874,1,60,2
13723,277123,AAA,2014J,Fail,oucontent,877088,0,60,7
13312,268073,AAA,2013J,Fail,oucontent,546685,0,90,36
35471,2062879,AAA,2013J,Fail,oucontent,546695,0,60,2
41178,2470694,AAA,2014J,Fail,resource,546966,1,60,1
22814,387533,AAA,2014J,Fail,forumng,877023,0,60,2
23305,392756,AAA,2013J,Fail,subpage,546871,0,120,2
10683,227517,AAA,2013J,Fail,oucontent,546737,0,180,2
14062,281589,AAA,2013J,Fail,oucontent,546670,0,60,1
44482,2595841,AAA,2014J,Fail,oucontent,877099,0,60,1
18440,329659,AAA,2014J,Fail,oucontent,877050,0,60,5
10534,205719,AAA,2013J,Fail,oucontent,546732,0,90,25
39836,2404408,AAA,2014J,Fail,oucontent,877085,0,60,16
8857,175991,AAA,2013J,Fail,oucontent,546670,0,180,2
40572,2456480,AAA,2013J,Fail,subpage,546871,0,120,8
37012,2164705,AAA,2013J,Fail,homepage,546614,0,120,26
3767,111512,AAA,2014J,Fail,dataplus,877423,0,60,1
1851,65002,AAA,2014J,Fail,oucontent,546733,1,60,11
38754,2358056,AAA,2013J,Fail,oucontent,546739,0,60,3
40894,2469673,AAA,2013J,Fail,forumng,546645,0,60,1
3780,111512,AAA,2014J,Fail,oucontent,877049,0,60,2
31827,1472925,AAA,2013J,Fail,resource,546966,0,60,1
38599,2342426,AAA,2013J,Fail,oucontent,546697,0,60,36
15750,295741,AAA,2013J,Fail,quiz,779261,0,240,177
37419,2207874,AAA,2014J,Fail,oucontent,877069,0,120,1
43962,2576122,AAA,2014J,Fail,forumng,546654,1,60,8
23471,396599,AAA,2014J,Fail,oucontent,877066,0,120,3
13348,268073,AAA,2013J,Fail,oucontent,546735,0,90,13
6447,147756,AAA,2013J,Fail,resource,877216,0,120,1
27523,564450,AAA,2013J,Fail,url,546900,0,120,1
13728,277123,AAA,2014J,Fail,oucontent,877098,0,60,2
9276,185350,AAA,2014J,Fail,forumng,877025,0,60,24
45206,2606802,AAA,2014J,Fail,oucontent,877076,0,60,6
19235,334259,AAA,2013J,Fail,oucontent,546719,0,150,8
23796,398552,AAA,2013J,Fail,oucontent,546694,0,240,18
14042,281250,AAA,2013J,Fail,oucontent,546672,0,60,2
37011,2164705,AAA,2013J,Fail,forumng,546657,0,120,31
19240,334259,AAA,2013J,Fail,resource,547013,0,150,2
13316,268073,AAA,2013J,Fail,oucontent,546690,0,90,8
6291,146188,AAA,2013J,Fail,oucontent,546680,0,60,32
22819,387533,AAA,2014J,Fail,oucontent,877032,0,60,3
38660,2344901,AAA,2013J,Fail,oucontent,546726,0,60,1
40896,2469673,AAA,2013J,Fail,forumng,546650,0,60,1
31348,1414443,AAA,2013J,Fail,oucontent,546664,0,120,7
35699,2073016,AAA,2014J,Fail,resource,546990,1,60,1
15561,294655,AAA,2014J,Fail,resource,877152,0,60,3
31403,1414443,AAA,2013J,Fail,resource,546948,0,120,5
23791,398552,AAA,2013J,Fail,oucontent,546687,0,240,21
6305,146188,AAA,2013J,Fail,oucontent,546723,0,60,2
11852,241729,AAA,2013J,Fail,oucontent,546692,0,60,69
40241,2429854,AAA,2014J,Fail,oucontent,877069,1,60,1
23837,398552,AAA,2013J,Fail,subpage,546874,0,240,3
31377,1414443,AAA,2013J,Fail,oucontent,546700,0,120,17
31826,1472925,AAA,2013J,Fail,resource,546948,0,60,1
31334,1414443,AAA,2013J,Fail,forumng,546649,0,120,6
28217,593987,AAA,2014J,Fail,oucontent,877049,0,180,53
9285,185350,AAA,2014J,Fail,oucontent,877069,0,60,6
22859,387533,AAA,2014J,Fail,oucontent,877093,0,60,66
23479,396599,AAA,2014J,Fail,oucontent,877080,0,120,28
35643,2073016,AAA,2014J,Fail,forumng,546652,1,60,30
15808,295741,AAA,2013J,Fail,subpage,779668,0,240,8
7845,165226,AAA,2014J,Fail,forumng,877026,0,60,5
27167,537081,AAA,2014J,Fail,resource,877156,0,120,2
35848,2084066,AAA,2013J,Fail,forumng,546659,0,60,20
35895,2084066,AAA,2013J,Fail,subpage,546874,0,60,1
35664,2073016,AAA,2014J,Fail,oucontent,546681,1,60,24
6016,141506,AAA,2014J,Fail,subpage,877134,0,60,8
31365,1414443,AAA,2013J,Fail,oucontent,546684,0,120,40
11818,241729,AAA,2013J,Fail,forumng,546644,0,60,30
31386,1414443,AAA,2013J,Fail,oucontent,546717,0,120,1
16265,302302,AAA,2013J,Fail,oucontent,546671,0,60,1
18437,329659,AAA,2014J,Fail,oucontent,877044,0,60,12
16268,302302,AAA,2013J,Fail,oucontent,546681,0,60,3
15515,294655,AAA,2014J,Fail,oucontent,877037,0,60,101
41090,2470694,AAA,2014J,Fail,forumng,546656,1,60,11
16012,298034,AAA,2014J,Fail,oucontent,877059,0,120,16
39840,2404408,AAA,2014J,Fail,oucontent,877096,0,60,5
13718,277123,AAA,2014J,Fail,oucontent,877070,0,60,1
21559,368824,AAA,2013J,Fail,subpage,546876,0,120,12
27172,537081,AAA,2014J,Fail,resource,877234,0,120,1
43986,2576122,AAA,2014J,Fail,subpage,877128,1,60,1
5724,139033,AAA,2014J,Fail,oucontent,877038,0,60,10
31776,1472925,AAA,2013J,Fail,oucontent,546668,0,60,1
35837,2084066,AAA,2013J,Fail,forumng,546645,0,60,49
15555,294655,AAA,2014J,Fail,oucontent,877094,0,60,114
28258,593987,AAA,2014J,Fail,resource,877236,0,180,1
15578,295060,AAA,2014J,Fail,forumng,877026,0,60,14
21181,364177,AAA,2013J,Fail,oucontent,546719,0,60,2
11841,241729,AAA,2013J,Fail,oucontent,546674,0,60,11
28490,606143,AAA,2013J,Fail,subpage,546876,0,60,3
35485,2062879,AAA,2013J,Fail,oucontent,546717,0,60,24
40246,2429854,AAA,2014J,Fail,resource,547009,1,60,1
27092,527801,AAA,2014J,Fail,oucontent,877085,0,120,18
35306,2045084,AAA,2014J,Fail,resource,877236,0,120,25
15815,295741,AAA,2013J,Fail,url,546900,0,240,1
5725,139033,AAA,2014J,Fail,oucontent,877039,0,60,2
47559,2694788,AAA,2014J,Fail,subpage,877128,0,180,17
21550,368824,AAA,2013J,Fail,oucontent,546707,0,120,1
38564,2342426,AAA,2013J,Fail,forumng,546649,0,60,5
35442,2062879,AAA,2013J,Fail,forumng,546657,0,60,137
22927,388147,AAA,2014J,Fail,resource,877152,0,300,1
26242,481022,AAA,2014J,Fail,forumng,877023,0,180,3
46641,2669816,AAA,2013J,Fail,oucontent,546670,0,60,5
44455,2595841,AAA,2014J,Fail,oucontent,877051,0,60,27
37009,2164705,AAA,2013J,Fail,forumng,546647,0,120,3
21158,364177,AAA,2013J,Fail,oucontent,546668,0,60,1
27159,537081,AAA,2014J,Fail,oucontent,877079,0,120,50
26251,481022,AAA,2014J,Fail,oucontent,877085,0,180,6
11874,241729,AAA,2013J,Fail,oucontent,546736,0,60,17
11862,241729,AAA,2013J,Fail,oucontent,546714,0,60,18
40872,2461190,AAA,2013J,Fail,subpage,546873,0,60,1
38729,2358056,AAA,2013J,Fail,oucontent,546684,0,60,33
9287,185350,AAA,2014J,Fail,oucontent,877085,0,60,38
43975,2576122,AAA,2014J,Fail,oucontent,546719,1,60,23
45131,2602338,AAA,2014J,Fail,resource,877231,0,120,1
27173,537081,AAA,2014J,Fail,resource,877237,0,120,1
32439,1620151,AAA,2013J,Fail,dataplus,547048,0,60,2
18479,329659,AAA,2014J,Fail,url,877399,0,60,3
27142,537081,AAA,2014J,Fail,forumng,877025,0,120,18
6312,146188,AAA,2013J,Fail,resource,546948,0,60,2
32456,1620151,AAA,2013J,Fail,oucontent,546670,0,60,8
14044,281250,AAA,2013J,Fail,oucontent,546719,0,60,3
1856,65002,AAA,2014J,Fail,subpage,546871,1,60,4
40574,2456480,AAA,2013J,Fail,subpage,546879,0,120,21
11821,241729,AAA,2013J,Fail,forumng,546648,0,60,2
15575,295060,AAA,2014J,Fail,forumng,877012,0,60,17
10535,205719,AAA,2013J,Fail,oucontent,546735,0,90,1
20956,354170,AAA,2014J,Fail,oucontent,877045,0,60,14
38608,2342426,AAA,2013J,Fail,oucontent,546712,0,60,3
23800,398552,AAA,2013J,Fail,oucontent,546699,0,240,3
31821,1472925,AAA,2013J,Fail,oucontent,877085,0,60,14
18475,329659,AAA,2014J,Fail,subpage,877134,0,60,8
11836,241729,AAA,2013J,Fail,oucontent,546668,0,60,8
25929,468120,AAA,2014J,Fail,resource,877142,0,120,2
19283,334441,AAA,2014J,Fail,resource,877156,0,60,1
21066,357668,AAA,2013J,Fail,oucontent,546667,0,60,14
40212,2429854,AAA,2014J,Fail,forumng,546654,1,60,8
23831,398552,AAA,2013J,Fail,resource,547007,0,240,1
6316,146188,AAA,2013J,Fail,resource,547009,0,60,1
3770,111512,AAA,2014J,Fail,forumng,877025,0,60,50
15715,295741,AAA,2013J,Fail,oucontent,546740,0,240,3
47560,2694788,AAA,2014J,Fail,subpage,877132,0,180,1
35656,2073016,AAA,2014J,Fail,oucontent,546662,1,60,51
23288,392756,AAA,2013J,Fail,oucontent,546694,0,120,5
25364,431025,AAA,2014J,Fail,oucontent,877074,0,150,3
18434,329659,AAA,2014J,Fail,oucontent,877040,0,60,27
17285,311659,AAA,2014J,Fail,url,877387,0,120,1
5714,139033,AAA,2014J,Fail,forumng,877015,0,60,30
22822,387533,AAA,2014J,Fail,oucontent,877035,0,60,2
13734,277123,AAA,2014J,Fail,subpage,877128,0,60,25
14036,281250,AAA,2013J,Fail,homepage,546614,0,60,31
9318,185439,AAA,2013J,Fail,oucontent,546739,0,120,11
21560,368824,AAA,2013J,Fail,subpage,546879,0,120,32
41162,2470694,AAA,2014J,Fail,oucontent,877079,1,60,5
45193,2606802,AAA,2014J,Fail,oucontent,877043,0,60,1
35883,2084066,AAA,2013J,Fail,oucontent,546734,0,60,50
28489,606143,AAA,2013J,Fail,resource,547009,0,60,1
6423,147756,AAA,2013J,Fail,oucontent,877074,0,120,5
45408,2624961,AAA,2014J,Fail,subpage,877134,0,60,9
28962,677281,AAA,2014J,Fail,resource,877211,0,60,1
3774,111512,AAA,2014J,Fail,oucollaborate,877380,0,60,1
5756,139033,AAA,2014J,Fail,oucontent,877089,0,60,6
13395,268733,AAA,2014J,Fail,subpage,546879,1,120,15
40243,2429854,AAA,2014J,Fail,oucontent,877085,1,60,22
31338,1414443,AAA,2013J,Fail,forumng,546654,0,120,26
3777,111512,AAA,2014J,Fail,oucontent,877043,0,60,2
39816,2404408,AAA,2014J,Fail,forumng,877026,0,60,9
16267,302302,AAA,2013J,Fail,oucontent,546680,0,60,21
23462,396599,AAA,2014J,Fail,oucontent,877045,0,120,25
25046,415969,AAA,2014J,Fail,oucontent,877051,1,60,2
38631,2342426,AAA,2013J,Fail,subpage,546871,0,60,15
44438,2595841,AAA,2014J,Fail,forumng,877015,0,60,23
21192,364177,AAA,2013J,Fail,resource,547013,0,60,3
44481,2595841,AAA,2014J,Fail,oucontent,877096,0,60,1
5766,139033,AAA,2014J,Fail,url,877387,0,60,6
19725,341872,AAA,2013J,Fail,subpage,546879,0,180,20
41206,2470694,AAA,2014J,Fail,subpage,546879,1,60,52
20586,346843,AAA,2013J,Fail,forumng,546652,0,120,5
22837,387533,AAA,2014J,Fail,oucontent,877058,0,60,44
3775,111512,AAA,2014J,Fail,oucontent,877038,0,60,1
40234,2429854,AAA,2014J,Fail,oucontent,546739,1,60,7
38761,2358056,AAA,2013J,Fail,resource,546949,0,60,2
35669,2073016,AAA,2014J,Fail,oucontent,546696,1,60,18
22848,387533,AAA,2014J,Fail,oucontent,877078,0,60,5
8864,175991,AAA,2013J,Fail,url,546900,0,180,1
31799,1472925,AAA,2013J,Fail,oucontent,546731,0,60,11
17268,311659,AAA,2014J,Fail,homepage,877030,0,120,16
45360,2620584,AAA,2013J,Fail,forumng,546652,0,60,3
25048,415969,AAA,2014J,Fail,oucontent,877069,1,60,5
27101,527801,AAA,2014J,Fail,subpage,877128,0,120,52
31244,1401935,AAA,2013J,Fail,forumng,546655,0,60,6
19704,341872,AAA,2013J,Fail,forumng,546654,0,180,2
22932,388147,AAA,2014J,Fail,subpage,877132,0,300,1
31247,1401935,AAA,2013J,Fail,oucontent,546662,0,60,34
10687,227517,AAA,2013J,Fail,resource,546966,0,180,2
16259,302302,AAA,2013J,Fail,oucontent,546662,0,60,25
15764,295741,AAA,2013J,Fail,resource,779488,0,240,1
14054,281589,AAA,2013J,Fail,forumng,546645,0,60,5
6290,146188,AAA,2013J,Fail,oucontent,546675,0,60,7
23769,398552,AAA,2013J,Fail,homepage,546614,0,240,300
45221,2606802,AAA,2014J,Fail,url,877381,0,60,1
10658,227517,AAA,2013J,Fail,oucontent,546676,0,180,18
25104,420087,AAA,2013J,Fail,oucollaborate,547067,0,60,1
13360,268073,AAA,2013J,Fail,resource,547017,0,90,2
